tweet_id,airline_sentiment
569989178651508737,negative
570135402306080768,negative
569686415665025024,neutral
569266679903080448,negative
570291213007491076,negative
568767144407789569,negative
567745507834220546,negative
567817897893982208,neutral
568222090769379328,negative
567778606546694144,negative
569684433218875392,negative
568937199145783297,negative
568456334581981184,negative
568731988082999296,neutral
568517565548339200,neutral
570055898367799296,negative
570142665246965760,positive
569595309279440896,neutral
568556238012678144,neutral
569574646229684224,negative
569576074050473984,neutral
569832363527708674,negative
569248843532886016,positive
567872392116191233,negative
568389266155438080,neutral
569935956880420864,neutral
569783738210525184,neutral
568438645591384064,negative
569345701487906818,neutral
568751950935691265,neutral
569595791355981825,neutral
567805465854488579,neutral
569975349750079488,negative
569172396680175616,negative
569908080114339840,neutral
568853440794730496,neutral
570298679250305024,negative
570298285350629376,negative
569514430393913344,negative
569642078990258176,negative
568237684277141504,negative
568434307989159936,negative
569465299495358466,negative
570002679142854656,neutral
569663687948181504,negative
570298644475346945,negative
569952718707687424,positive
567799259224940544,neutral
568875530671554561,neutral
567832862130577408,negative
569616634601717760,negative
568216286561374208,negative
570001906199887872,negative
569226157901684736,negative
569861209781989377,neutral
569926859699437568,negative
567820647465803776,negative
570003289326157824,neutral
568920314073260032,negative
568994507074772992,negative
568582374549807104,negative
568416493446270976,negative
569358458404802561,positive
569373511455776768,neutral
568585196699664384,neutral
570291934306168834,neutral
569574711899922433,positive
567857402340450305,negative
569685606202093570,negative
569673473607344128,neutral
568926716644745216,positive
570089091276128258,negative
570253313368698883,negative
568161997935607808,negative
569642145977479169,negative
567848544893169664,negative
569955742276407297,neutral
569618309357940737,neutral
569947414263701505,neutral
569328854948573187,negative
569872058613673984,positive
569894449922252800,negative
569620354781425665,negative
567741202884075520,neutral
570275536406253568,negative
569713494821482498,negative
567727701620822016,neutral
568159685238329344,negative
568235890205532160,neutral
569212457706782720,neutral
569346317706768385,neutral
568234670166568960,neutral
569376145000390656,negative
569100490027499520,negative
570001601055883265,neutral
569534939642925058,neutral
570292715444965377,positive
570171986648965120,negative
567767341090361344,neutral
568222514956013568,negative
568527292135133184,negative
568425317028610049,neutral
569951363670642689,positive
570049018820042752,neutral
568124227641065472,neutral
569248084934443010,negative
569674294411669504,negative
570297970891075584,positive
569149358802759680,positive
569716670689902592,negative
569618884577218560,negative
569348268154609664,positive
568076556997775360,neutral
569838878049345536,neutral
569709103188197376,negative
569659646916440065,positive
569288530419175424,negative
569229091657936896,negative
568059129601724416,neutral
569899859995693056,negative
569846023553720321,negative
569580001672237056,neutral
568186350219821057,neutral
569554727572099072,negative
569557964991930368,negative
570000158454353920,negative
569588651925098496,positive
569558235897688064,positive
568232493779824640,neutral
569342888615620609,negative
569623852403306496,negative
569975778953142272,negative
569605930146353152,negative
569678397158268929,positive
569634364780351488,neutral
569909655813500928,negative
569534268130660352,neutral
568434509017960449,negative
569772867774230528,negative
569605359406485504,negative
570297414848000000,neutral
569338605057015808,negative
567754504817606656,negative
568526769373859841,positive
567692504397803520,neutral
569301025280167936,neutral
568438312177762304,positive
569700635152494592,negative
568424704597467137,neutral
568115946738597888,negative
567733946717196288,neutral
568444203883204608,negative
568795746721513472,neutral
569882542855352320,negative
569300435091251200,negative
569611341394264064,negative
569989039874404352,neutral
568538790244909056,positive
569598314825555968,negative
569096764835414016,negative
569804677472251904,negative
569623415767871489,negative
568607425047240704,negative
569575176322424832,negative
569305239834136576,negative
567733847132229632,positive
568832749093687296,negative
570195799256072193,positive
569629537400696832,neutral
570063450174464000,negative
568360334609612801,negative
568897013997289472,neutral
568499384704479233,positive
569640574971715584,negative
569342220534288384,negative
569603357406576641,negative
567741610373685250,neutral
568094172508336128,positive
569094744615157760,negative
568830614289252352,neutral
570193464467570688,negative
569623156337586177,negative
569669921258409985,negative
569643388611330048,negative
567722844319404033,neutral
569872455377879040,negative
569374127187820545,negative
568870473934761985,negative
570084406204997632,negative
569671332092252160,negative
569346870423769088,positive
567860313883693056,neutral
569700953164615681,negative
569662145886957568,negative
569471837614137344,negative
570043937244622849,neutral
569699171868938241,negative
569978876861902848,negative
569687410969321472,negative
569986978684362753,negative
567881459161260032,negative
568623037962039297,negative
568570905690898432,negative
569251768770502656,neutral
568809407120855041,negative
569604208661409792,negative
569457148129779714,negative
568818669024907264,negative
569268243854192640,negative
568814284680994816,negative
570073592848715776,negative
569294599614803968,negative
570274417546113025,negative
567936625453318144,negative
569564671688118273,negative
569181132685574144,neutral
570203218686423041,negative
569630106940895233,negative
568492682152189952,neutral
570246800247902208,neutral
569927792781086720,positive
569163885393154048,negative
568781819233091584,positive
570045585149063168,negative
569578297945919488,negative
569278858123300864,positive
569913838746742784,neutral
569197921150902272,negative
568924781837455360,negative
569197579956842496,negative
568542364207325185,positive
569927476463452160,positive
570265919676485632,positive
569525270907981825,negative
569716576850731008,negative
569685644449964032,negative
569559311095095296,neutral
569564610837086209,negative
569643301332258817,negative
568895050601508865,negative
568735475847950336,neutral
567764010812985344,neutral
569539074106789889,neutral
569345693770502144,negative
569188792541818880,negative
569627477200535552,neutral
568857976733376512,positive
569418233322872833,negative
569287489883500545,neutral
569580805036453888,positive
567800823674310658,negative
569480693782339584,negative
569977521690669056,positive
569541478244089857,negative
569545779079094272,negative
569630229636853761,negative
568086132346322945,neutral
569759892803756032,neutral
570102866754592768,negative
569654946179579904,negative
569358953567670272,negative
569629692661268480,positive
570263889696305152,negative
569910299983130625,negative
567741692854276096,neutral
568982505551851520,negative
569650936911683586,negative
569605604416888832,negative
569624621047111680,negative
570239998383038464,neutral
570281275216367616,neutral
569541545029804034,negative
570001092206923776,negative
569406451980091392,neutral
569260366221348864,negative
569222494952886272,positive
569248702092541952,negative
569828681297870848,negative
569903268312125440,negative
570096448571731968,negative
569660442408321024,negative
570268875872473088,negative
569226228152053760,negative
567753071833665536,negative
568832907525152769,negative
569665976062644224,negative
568847512372514816,neutral
569597663953293312,negative
570299824760860672,positive
568170794670551040,negative
567588278875213824,neutral
569351220097216512,negative
569484400594952192,negative
569939391277350912,negative
567898499540340736,negative
568513003307429888,positive
568895587900207104,neutral
568503887113498625,negative
569908792776892416,negative
567783456420012032,neutral
569495604944089088,positive
569877658286186496,neutral
567771317705773056,neutral
569801089022734336,negative
567778498723737600,negative
567729135733465088,negative
569682228269068288,negative
570257429486706688,negative
570266640614498304,neutral
569588464896876545,negative
570299924555956227,neutral
569254571622727682,neutral
569238877178716161,negative
568116768868159488,negative
568863640721477632,negative
567844362601697280,positive
569693820398510080,negative
568145883679875072,negative
569516377524076544,negative
570203916643766273,positive
568957001658724353,negative
567902121992921088,negative
570233869212856320,positive
569651818453708800,negative
570240625536323585,negative
568451219477250048,negative
567784912011689984,positive
570276681551732736,negative
568788152955092992,negative
568245360998658048,positive
569278020441284608,neutral
569658878939410432,neutral
569687399426617344,negative
569265728408440833,positive
570187080426397696,negative
569221210019487745,positive
569746687805095936,negative
568191343769620480,neutral
568440180769746946,positive
568457140894969856,neutral
569715248720007169,negative
569270012894060545,negative
570058070224728064,negative
569230997650214913,negative
568910220644237312,negative
568872365146251264,negative
569651226280751105,negative
569569639543541762,negative
570285465145876480,negative
567734499669454848,negative
569690433996984320,negative
568468372524023808,negative
569600720254541824,negative
569272738826694656,neutral
569971216934526976,negative
570298117544906754,negative
569991295776595968,negative
569590892085915649,negative
569645048696053761,negative
569907782108839938,negative
568818512191471616,positive
570244951914782721,negative
570053734639792129,negative
568107816923340800,neutral
569205367575441408,positive
567856962521661440,positive
568140092453179394,positive
570060752926728192,neutral
569724705063596032,negative
569608322925473792,negative
569604198033170432,negative
569914369905201153,negative
568069363280035840,negative
569706754025660417,negative
569830532516868097,negative
568129652625158147,negative
567727526777073664,positive
569526960268963840,negative
569844028365275136,negative
567812349895245824,negative
569642200595898368,negative
569988839919394816,neutral
569122341797691392,neutral
569508406551322624,negative
570195492006707200,negative
569748687812845568,negative
568526136017342464,neutral
569635077623148545,negative
568080133195755520,negative
570270684619923457,neutral
569982327654383616,neutral
569681499928158208,positive
568234162638999552,neutral
569600927394631680,negative
570240452588380161,neutral
568900052397092864,negative
568198666613338112,negative
570212118059995136,positive
568628159618424833,neutral
568632754939805696,negative
570229647713148928,negative
569242111100514305,neutral
570296616688750592,negative
568079024943194112,neutral
569310635986546688,negative
569016065600008193,negative
569688749208178688,negative
569521863891804160,neutral
569480220203474944,negative
569525480178769920,negative
569614009369907200,negative
568908978001993729,negative
569610485101768704,neutral
569317626687717376,negative
569654393898864640,negative
567916798747619328,negative
569273247252008961,negative
568134930137550848,negative
569590208095768576,neutral
568579388704292864,negative
568081401053974528,negative
569708173831094272,negative
568281801480904704,positive
569974668406296577,neutral
569814010398273537,negative
567879888490868736,negative
570230559693078528,negative
570208909522182146,negative
569118085245898752,positive
569862755420905473,negative
570295981985681409,negative
569502953851252737,negative
569668853849919488,neutral
569212860665978880,negative
569837191540551680,negative
569224171303145473,neutral
567921406807261184,positive
567967937446834177,negative
568671211430891520,negative
568388502431395840,negative
568613354245210112,negative
569744079027896320,negative
567781694183186432,positive
568779073117245441,positive
569528105557053442,negative
570006917927575552,neutral
568870279906234368,neutral
570302337069264900,negative
569986783024431105,negative
568834558268973056,positive
568239036533497856,neutral
569930577643769856,negative
569592778872606720,negative
569598171082596352,negative
567845492849287169,negative
569948131397410816,neutral
567832821013848064,negative
568775146703589376,negative
569580197709783040,negative
568211991757770752,positive
569729657248985089,negative
570280378193330180,negative
568188732806963201,negative
569324558999691264,neutral
569968565513625600,neutral
569990034444689408,neutral
569651165396373504,negative
568576245027336193,negative
568788652995833856,neutral
569498511609356288,neutral
569936893166489600,negative
570275632518733825,negative
569963645402099712,negative
570283824040382464,positive
570009630786453505,neutral
568838020041809920,neutral
569540050821763072,positive
569872132269682688,negative
567862814578061312,positive
569672095753502720,negative
567864117047865344,negative
567837023014273024,neutral
570226414525542400,neutral
569672202037170177,positive
568813634152849408,negative
568790164404899840,positive
568929979981033472,positive
568754053083222016,neutral
570246108699627521,positive
568506885130682369,negative
569740962760499200,negative
568259485413715969,negative
570249159179145216,neutral
567724178317402112,neutral
567952115588423681,negative
568400398748266496,negative
569881463233097728,neutral
568178665189711872,negative
569965494519734272,positive
567841308452249600,neutral
570250617379168256,negative
569287318898495490,negative
568086667258679296,neutral
568024213753364480,negative
569701192449654784,neutral
569671290111393792,negative
569555930028748800,negative
569707970876936192,neutral
567806884191944705,neutral
569607124772196352,negative
569440689253158912,negative
568058146729668608,positive
570265563035004928,negative
569330686135537664,negative
569161583718473728,negative
569630593924911104,negative
568269181394817024,negative
569297850456109056,negative
570295795985080320,neutral
569981473060560896,negative
568516063001853952,negative
568128236649095168,negative
569508707178057728,positive
569893924942299136,neutral
569222108200476672,positive
568069437506641920,neutral
568061931761864704,neutral
569675498873159680,negative
569334635227820032,negative
568822440631144448,neutral
569608733321498627,negative
568127434173878272,neutral
569189483469410305,positive
567594579310825473,negative
569635389289459712,negative
570048528602374144,negative
568894423507058688,negative
567897563065511936,neutral
569554300495462400,neutral
568624528131125248,negative
569290509883187202,negative
569989999963213824,neutral
569649617802891264,positive
569889440753172481,negative
569890309624082432,negative
569531018643955712,negative
570079676204347394,negative
568807391484997632,positive
570004391731847169,positive
569583725408870401,negative
568967744076410880,negative
570066391388172290,negative
568061470933540864,negative
569588578159697920,negative
569316417226600448,negative
569752206343348224,negative
570038991527002112,positive
569940323746516993,positive
569233440463155201,neutral
569933357515026432,negative
569268155383717889,negative
567845726220357632,neutral
569474081202032641,negative
568061283200839681,negative
568947250325561344,negative
568483338257895424,negative
569521081125629953,negative
569616699604934656,negative
569913339427434496,negative
570276878788861953,negative
569971949440524288,positive
569850239789568000,positive
568394432900431872,positive
570106218825564161,negative
569546858122616833,negative
567819711950635009,negative
569924101080535042,neutral
569343563244425216,neutral
569557305961750528,negative
569864290578108419,negative
569242037968445441,negative
568123193577177089,negative
569638751598563328,negative
568558484653883392,negative
570264179216510976,negative
569574973662232576,neutral
569243889011281920,negative
568154805362950146,negative
568587424747511808,negative
567870045981929473,neutral
570285979753443328,neutral
569300431412850688,neutral
569235062862036992,negative
570292403309035520,neutral
570267457841033216,positive
570133621870174209,negative
570053254836416512,neutral
568194770524221440,negative
569866875452203010,negative
568181761114546176,negative
569521573268480002,negative
569958349514485760,negative
568472719102234624,neutral
568864981917110272,neutral
568509343047352322,neutral
569956624036540416,negative
568224469480833024,negative
570196530566701056,neutral
567790926857531393,positive
568873730182504448,positive
569879601784041472,negative
569906317629874176,neutral
568094319766147072,neutral
568760785113120768,negative
568088989820792832,neutral
569086687336222720,neutral
568211739059326976,positive
568662343170674688,negative
569898994408693760,negative
569669129130647552,negative
569973084398100480,neutral
569644694759714816,neutral
569666115477098496,negative
568164165090709504,negative
570008958691364864,negative
570264515285266432,neutral
567865703765798912,negative
568938023439765504,negative
568239189055176704,negative
569692168165527552,negative
568408653562294272,positive
569309864759050240,negative
567735489688395776,positive
568735060104511488,neutral
569669062206332929,negative
568076919146557440,negative
569647146712113152,negative
568166027726434304,positive
568581984055906304,negative
569565393502793728,neutral
569886575720574976,negative
570084871101661184,negative
569654178789724160,negative
567747787807526912,neutral
568996575617409026,negative
569957000752140290,negative
569713556935077888,negative
568458701046050816,neutral
568766741746225152,negative
568991695917834240,negative
569763942144176128,neutral
568435750485819392,negative
569589460226183168,negative
569875783096741888,neutral
568911349092212736,neutral
569854312702201856,negative
569925929713188864,positive
567727292739092480,negative
569630160233873411,neutral
568116430966648833,negative
569973945270546432,negative
569244956663148544,positive
570181700036087809,negative
569915941192015872,neutral
568883108377808896,negative
568150150289461249,negative
569668644529147904,negative
567779193342423040,neutral
568484335747268608,neutral
567729904788054017,negative
569724257879502848,negative
570259423987404800,neutral
569192350607671297,negative
569725021951791104,negative
569126026938335232,negative
569660698231308290,neutral
570265699215675392,negative
568894996683870208,neutral
568995213529759745,negative
569641841454239744,negative
568806740227166208,negative
569863349737021440,positive
569842929860263936,negative
569676866824642561,negative
569522690261950464,neutral
569635090214449152,negative
569330095644659712,positive
568906461461393408,neutral
569662934520999936,negative
569984773365612544,neutral
567874134174101504,negative
567808424696893440,negative
570040251764183040,negative
568811069575204864,negative
568948848263081986,neutral
569194996143755264,neutral
567737653118779392,positive
569492269000204288,negative
568180422070247424,neutral
569601519663906819,negative
568832151119990784,neutral
569673981164277760,negative
568111010856480768,negative
569679642447052800,negative
568202482746335232,positive
569946703522091008,negative
568027443052720130,positive
569970829322260481,negative
569539000312188928,neutral
567727026313101315,negative
567777150145949697,negative
569683366632493056,neutral
568625258351063040,negative
569319046790819840,neutral
570285904809598977,positive
569587813856841728,neutral
570009576273154048,neutral
568303933774532608,neutral
568441679503495169,negative
568860308980117504,neutral
570175761468030977,neutral
569219456506814464,neutral
570259502685151232,positive
568922057552977920,negative
569891023335387136,negative
568020304510869504,positive
568935494375108608,negative
568987434051989504,negative
570021054015541248,neutral
570252044528959488,positive
568258333649604608,negative
567806898549051392,negative
569620902742233088,neutral
569255973958889472,negative
568616851531378688,positive
567823967555178496,negative
569260280687005697,negative
569691533101780992,negative
569884285659848704,negative
568067065388642304,positive
569660558112239616,negative
569701189199089664,negative
570252802611679232,positive
567741157070086144,positive
568478536715120640,neutral
568086073814827008,negative
569842067544805376,positive
569343970360348672,negative
569230515833856000,positive
569154174929244162,negative
569872009380941825,negative
569441937826164736,neutral
569810057795391488,positive
568056050877919232,negative
568308464985903104,negative
570245433466884096,negative
568884473040752641,negative
568909776635236352,neutral
570000614794489856,neutral
570101777934086146,positive
569504232971362304,negative
569937767775510530,neutral
569598155999674368,negative
568250000028925952,negative
569921467552567296,positive
568527764812374016,neutral
570290993339244547,negative
569923163259318274,negative
569690711026573312,negative
569693592597323776,negative
568664266502479872,negative
568391639158226944,negative
